chunk_id,document_id,section_id,section_title,chunk_index_in_section,chunk_text,risk_label,policy_labels,sector,split,pdf_file,page_start,page_end,bbox_json
Project_Document_Disclosure_RG_T4768_306_vf_secI_chunk0,Project_Document_Disclosure_RG_T4768_306_vf,secI,Basic Information for TC,0,"• Country/Region: REGIONAL • TC Name: AI Generated Synthetic Data (AIGSD) for better Productive Development Programs (PDP) • TC Number: RG-T4768 • Team Leader/Members: Goni Pacchioni, Edwin Antonio (PTI/CTI) Team Leader; Pelaez Sierra Sergio (PTI/CTI); Becker Seco Rosario Paz (LEG/SGO); Medina Vasquez Exequiel Enrique (PTI/CTI) • Taxonomy: Research and Dissemination • Operation Supported by the TC: • Date of TC Abstract authorization: • Beneficiary: Chile and Perú • Executing Agency and contact name : Inter-American Development Bank • Donors providing funding: OC SDP Window 2 - Institutions(W2C) • IDB Funding Requested: US$280,000.00 • Local counterpart funding, if any: US$0 • Disbursement period (which includes Execution period): 36 months • Required start date: August 2025 • Types of consultants: Individuals • Prepared by Unit: PTI/CTI -Competitiveness, Technology, and Innovation Division • Unit of Disbursement Responsibility: PTI/CTI -Competitiveness, Technology, and Innovation Division • TC included in Country Strategy (y/n): Yes • TC included in CPD (y/n): No • Alignment to the Institutional Strateg y 2024 -2030 : Productive development and innovation through the private sector",no_risk,[],PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,1,1,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[102.12, 173.91, 293.5, 183.95], [87.62, 187.71, 528.97, 218.51], [86.78, 222.31, 366.5, 232.34], [86.78, 236.22, 170.32, 246.26], [87.62, 250.02, 223.21, 260.06], [87.62, 263.95, 272.04, 273.98], [87.62, 278.83, 388.95, 288.86], [87.62, 292.62, 320.55, 302.66]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk0,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,0,"2.1 Objectives . The main objective of this Technical Cooperation (TC) is to strengthen the institutional capacities of national counterparts by enhancing the design, selection, and evaluation of Productive Development Programs (PDP) (especially, programs to promote technical -extension and creation/adoption of innovation in firms) through the application of Artificial Intelligence Generated Synthetic Data (AIGSD) and Machine Learning (ML) methodologies. This will be achieved by: (i) creating privacy -compliant synthetic dat asets that replicate the statistical properties of confidential administrative records, enabling robust evaluation of PDPs without compromising data confidentiality ; (ii) improving the selection mechanisms of PDPs to identify candidates with the highest potential for positive outcomes; and (iii) building institutional capacity within implementing agencies to apply these methodologies independently. 2.2 Justification . PDPs face two challenges that limit their effectiveness and evaluation.",risk,"[""innovation_and_productivity_support""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,1,1,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 507.88, 522.16, 633.98]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk1,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,1,"First, while administrative data (such as employer -employee payrolls, tax and trade records, and social security registries) can significantly enhance program evaluation, confidentiali ty restrictions often prevent access to these data sources (Koenecke and Varian, 2020; Nagaraj and Tranchero, 2023; Barrientos et al., 2024). Second, the - 2 - mechanisms used to select suitable beneficiaries typically rely on heuristics or theory - based (deductive) approaches, rather than on inductive methods that learn from complex patterns in relevant data (Fontagné et al., 2013; Buffart et al., 2020). 2.3 AIGSD addresses the first challenge by generating synthetic datasets that statistically mimic real administrative records while preserving privacy. Causal inference, combined with ML methods, addresses the second challenge by enabling the development of mo re effective selection algorithms using historical program data with known outcomes.",risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,1,2,"[{""page"": 1, ""w"": 612.0, ""h"": 792.0, ""rects"": [[335.94, 558.43, 453.9, 570.74], [108.02, 583.75, 522.11, 633.98], [108.02, 652.99, 522.12, 715.96]]}, {""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 72.35, 522.18, 109.98], [108.02, 116.27, 521.95, 191.82], [132.0, 198.23, 477.86, 210.54]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk2,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,2,"The application of these methodologies is expected to significantly enhance the design, implementation, and evaluation of PDPs throughout the region. 2.4 For generating synthetic data from confidential administrative records, we will implement several approaches. A well -established method is based on Generative Adversarial Networks (GANs). GANs consist of two neural networks competing against each other - a generator that creates fake data and a discriminator that tries to detect fake from real data. Through this adversarial training process, the generator learns to create increasingly realistic outputs. Conditional Tabular GAN (CTGAN) (Xu et al., 2019) exce ls at handling heterogeneous tabular data (mixing numerical and categorical variables) and enables conditional generation (e.g., synthesizing firm -level data for specific industries or regions).",risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 166.91, 521.81, 191.82], [108.02, 198.23, 522.11, 299.13]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk3,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,3,"CTGAN has shown competitive privacy performance despite lacki ng differential privacy mechanisms that would add noise or randomness (Liu et al., 2025). More recent approaches include diffusion -based models and transformer -based models. Diffusion models learn to generate data by modeling the reverse process of gradual ly adding noise to data. They are trained to remove noise step by step, learning to transform pure noise into realistic outputs. TabDDPM (Tabular Denoising Diffusion Probabilistic Model ) is one such model specialized in tabular data (Kotelnikov et al., 2023). Transformer -based models, such as Gretel Tabular Fine -Tuning, take a pre -trained language model and subject it to additional pre -training on diverse tabular datasets. 2.5 Challenges in synthetic data generation include preserving temporal dynamics and causal relationships.",risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 312.02, 522.09, 425.63], [108.02, 431.92, 499.23, 444.23]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk4,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,4,"Regarding temporal dynamics, the synthesizers typically treat each row in a dataset as an independent observation missing the sequential logic and autoco rrelation structures that govern time series. As for causal relationships, while the synthesizers reproduce correlation patterns, they typically do not preserve the selection mechanisms, quasi -random variation, and unobserved heterogeneity structures that make causal identification possible in the original data. On both sides, methods have advanced. Modern methods implement training processes that attempt to preserve step -by-step temporal transitions and mimic real data -generating processes that maintain ca usal relationships. However, time series and causal synthesis are still developing without the robustness of cross -sectional analysis (Brophy et al., 2023; Amad et al., 2024).",risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 457.24, 522.22, 583.34]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk5,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,5,"2.6 The quality of synthetic data generated by each method will be evaluated using both statistical similarity metrics (comparing distributions of key variables and their relationships) and utility metrics (the ability to derive similar conclusions from analys es performed on both real and synthetic data). This includes comparisons of marginal distributions of individual variables to test attribute fidelity (e.g., Kullback -Leibler (KL) divergence and chi -squared tests), joint distributions and correlations betwe en variables to test bivariate fidelity (e.g., Jensen -Shannon distance), performance of downstream regression and ML tasks (e.g., Train -Synthetic -Test-Real (TSTR) methodology) and validation of causal inference estimation to test application fidelity. - 3 - 2.7 Privacy evaluation metrics will also be examined.",risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,2,2,"[{""page"": 2, ""w"": 612.0, ""h"": 792.0, ""rects"": [[238.3, 545.83, 522.04, 558.14], [108.02, 589.75, 522.13, 703.24]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk6,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,6,"These include delta -presence analysis, which measures the maximum probability that a specific firm's data can be inferred from the synthetic dataset, and k -anonymization scores, which assess whether each sy nthetic record is indistinguishable from at least k -1 other based on key identifying attributes. Identifiability scores will be used to quantify re -identification risk by estimating how many original records can be uniquely matched to synthetic ones. Addit ional assessments will include membership inference attack simulations to test whether adversaries can detect the presence of a specific firm in the training data, and attribute inference evaluations to determine whether sensitive firm characteristics can be inferred from synthetic data patterns. 2.8 Prior work across a range of fields demonstrates how synthetic data can enhance analysis while safeguarding privacy and maintaining fidelity.",risk,"[""business_environment_and_regulation""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 84.95, 522.02, 198.54], [108.02, 204.83, 521.82, 217.14]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk7,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,7,"In education, GANs combined with differential privacy have been used to replicate student performance patterns wit hout exposing individual records (Liu et al., 2025). In agricultural economics, synthetic farm -level datasets have reproduced real -world elasticities and efficiency scores (Wimmer & Finger, 2023). In autonomous driving, diffusion models have generated rare -condition road scenes to improve system robustness (Goel & Narasimhan, 2024). In healthcare, privacy -preserving synthetic patient records have been used to augment clinical cohorts for reliable predictive modeling (Giuffr√® & Shung, 2023). In finance, CTGA Ns have simulated transaction time series for stress - testing fraud detection and risk models (Assefa et al., 2020). To the best of our knowledge, however, these methods have not yet been applied to the research or evaluation of innovation policy.",risk,"[""innovation_and_productivity_support""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[108.02, 230.18, 522.18, 356.37]]}]"
Project_Document_Disclosure_RG_T4768_306_vf_secII_chunk8,Project_Document_Disclosure_RG_T4768_306_vf,secII,Objectives and Justification of the TC,8,"2.9 To improve beneficiary selection, we will implement the following approach that combines causal inference, multi -program data integration, and synthetic data - augmented ML: (i) Treatment effect calculation: We will conduct causal impact evaluations using PSM (Propensity Score Matching ) to estimate treatment effects for the primary program under evaluation (e.g, Startup Perú or Crece), measuring impacts on key outcomes such as innovation performance, productivity, and sales.",risk,"[""entrepreneurship_and_startups"", ""innovation_and_productivity_support""]",PRIVATE_FIRMS_AND_SME_DEVELOPMENT,train,Project Document - Disclosure - RG-T4768_306_vf.pdf,3,3,"[{""page"": 3, ""w"": 612.0, ""h"": 792.0, ""rects"": [[167.28, 255.5, 210.7, 267.81], [342.09, 280.82, 417.38, 305.73], [108.02, 356.66, 223.71, 368.97], [108.02, 375.28, 522.18, 450.83]]}]"
